Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
1,00653,,00653,,00653,Aya De Leon,3.3,African American Studies,156AC,001,B,Letter Grade,B+,Poetry 4 People:Int
1,00653,,00653,,00653,Aya De Leon,3,African American Studies,156AC,001,B,Letter Grade,B,Poetry 4 People:Int
1,00653,,00653,,00653,Aya De Leon,,African American Studies,156AC,001,Credit,Non-Letter Grade,Pass,Poetry 4 People:Int
10,00683,,00683,,00683,Aya De Leon,4,African American Studies,158B,001,A,Letter Grade,A,Poet 4 People:Prac
1,00691,,00691,,00691,Cara Stanley,4,African American Studies,159,003,A,Letter Grade,A,Spec Top Afam Lit
2,00691,,00691,,00691,Cara Stanley,3.7,African American Studies,159,003,A,Letter Grade,A-,Spec Top Afam Lit
1,00691,,00691,,00691,Cara Stanley,3,African American Studies,159,003,B,Letter Grade,B,Spec Top Afam Lit
2,00812,,00812,,00812,Darieck Scott,4,African American Studies,159,004,A,Letter Grade,A+,Spec Top Afam Lit
2,00812,,00812,,00812,Darieck Scott,4,African American Studies,159,004,A,Letter Grade,A,Spec Top Afam Lit
1,00812,,00812,,00812,Darieck Scott,3.7,African American Studies,159,004,A,Letter Grade,A-,Spec Top Afam Lit
1,00812,,00812,,00812,Darieck Scott,3,African American Studies,159,004,B,Letter Grade,B,Spec Top Afam Lit
1,00692,,00692,,00692,Jeroen Dewulf,4,African American Studies,C178,001,A,Letter Grade,A+,Cultural Studies
4,00692,,00692,,00692,Jeroen Dewulf,4,African American Studies,C178,001,A,Letter Grade,A,Cultural Studies
2,00692,,00692,,00692,Jeroen Dewulf,3.7,African American Studies,C178,001,A,Letter Grade,A-,Cultural Studies
3,00692,,00692,,00692,Jeroen Dewulf,3.3,African American Studies,C178,001,B,Letter Grade,B+,Cultural Studies
1,00692,,00692,,00692,Jeroen Dewulf,2.7,African American Studies,C178,001,B,Letter Grade,B-,Cultural Studies
31,00710,,00710,,00710,G. Ugo Nwokeji; Jessica Ogola; Lorene Cudjoe,,African American Studies,198,005,Credit,Non-Letter Grade,Pass,Directed Group Stdy
8,00716,,00716,,00716,Robert Allen; Uriel Mendoza,,African American Studies,198,007,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00716,,00716,,00716,Robert Allen; Uriel Mendoza,,African American Studies,198,007,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
13,00719,,00719,,00719,Charles Henry; Luis Flores,,African American Studies,198,008,Credit,Non-Letter Grade,Pass,Directed Group Stdy
2,00719,,00719,,00719,Charles Henry; Luis Flores,,African American Studies,198,008,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
9,00725,,00725,,00725,Hardy Frye; Matt Williams,,African American Studies,198,009,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00734,,00734,,00734,Nailah Suad-Bakari,,African American Studies,198,012,Credit,Non-Letter Grade,Pass,Directed Group Stdy
5,00737,,00737,,00737,Nailah Suad-Bakari,,African American Studies,198,013,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00746,,00746,,00746,Robert Allen,,African American Studies,199,003,Credit,Non-Letter Grade,Pass,Superv Indep Study
1,00748,,00748,,00748,G. Ugo Nwokeji,,African American Studies,199,004,Credit,Non-Letter Grade,Pass,Superv Indep Study
5,00749,,00749,,00749,Stephen Small,4,African American Studies,201B,001,A,Letter Grade,A,Qual Research Met
6,00766,,00766,,00766,Nailah Suad-Bakari,4,African American Studies,C286,001,A,Letter Grade,A,Afr-Am Education
13,00767,,00767,,00767,Robert Allen,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
7,00769,,00769,,00769,Michael Cohen,4,African American Studies,298,001,A,Letter Grade,A,Master'S Exam Prep
1,00770,,00770,,00770,Stephen Small,4,African American Studies,299,001,A,Letter Grade,A,Ind Stdy/Res
1,00770,,00770,,00770,Stephen Small,,African American Studies,299,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00773,,00773,,00773,Stephen Small,4,African American Studies,299,002,A,Letter Grade,A,Ind Stdy/Res
