Enrollment Cnt,Course Control Nbr,% Grades Receivedof Enrollment,Course Control Nbr,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
3,00668,,00668,,00668,Aya De Leon,,African American Studies,159,001,Credit,Non-Letter Grade,Pass,Spec Top Afam Lit
2,00671,,00671,,00671,Aparajita Nanda,4,African American Studies,159,002,A,Letter Grade,A+,Spec Top Afam Lit
3,00671,,00671,,00671,Aparajita Nanda,4,African American Studies,159,002,A,Letter Grade,A,Spec Top Afam Lit
2,00671,,00671,,00671,Aparajita Nanda,3.7,African American Studies,159,002,A,Letter Grade,A-,Spec Top Afam Lit
2,00671,,00671,,00671,Aparajita Nanda,3.3,African American Studies,159,002,B,Letter Grade,B+,Spec Top Afam Lit
1,00671,,00671,,00671,Aparajita Nanda,3,African American Studies,159,002,B,Letter Grade,B,Spec Top Afam Lit
1,00674,,00674,,00674,Frederick Vincent,4,African American Studies,159,003,A,Letter Grade,A+,Spec Top Afam Lit
7,00674,,00674,,00674,Frederick Vincent,4,African American Studies,159,003,A,Letter Grade,A,Spec Top Afam Lit
2,00674,,00674,,00674,Frederick Vincent,3.7,African American Studies,159,003,A,Letter Grade,A-,Spec Top Afam Lit
1,00674,,00674,,00674,Frederick Vincent,3.3,African American Studies,159,003,B,Letter Grade,B+,Spec Top Afam Lit
39,00683,,00683,,00683,Nailah Suad-Bakari,,African American Studies,197,001,Credit,Non-Letter Grade,Pass,Field Study
34,00695,,00695,,00695,John Patton; Nailah Suad-Bakari,,African American Studies,198,003,Credit,Non-Letter Grade,Pass,Directed Group Stdy
6,00704,,00704,,00704,Makhoul Ghassan; Ula Taylor,,African American Studies,198,006,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00704,,00704,,00704,Makhoul Ghassan; Ula Taylor,,African American Studies,198,006,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
12,00707,,00707,,00707,Ranel Santos; Ula Taylor,,African American Studies,198,007,Credit,Non-Letter Grade,Pass,Directed Group Stdy
14,00710,,00710,,00710,Armando Acero; Frederick Vincent,,African American Studies,198,008,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00713,,00713,,00713,Nailah Suad-Bakari,,African American Studies,198,009,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00717,,00717,,00717,Nailah Suad-Bakari,,African American Studies,198,011,Credit,Non-Letter Grade,Pass,Directed Group Stdy
9,00782,,00782,,00782,Nailah Suad-Bakari,,African American Studies,198,012,Credit,Non-Letter Grade,Pass,Directed Group Stdy
1,00782,,00782,,00782,Nailah Suad-Bakari,,African American Studies,198,012,No Credit,Non-Letter Grade,Not Pass,Directed Group Stdy
8,00776,,00776,,00776,Michael Mcgee; Nailah Suad-Bakari,,African American Studies,198BC,002,Credit,Non-Letter Grade,Pass,Directed Group Stud
1,00725,,00725,,00725,Sam Mchombo,,African American Studies,199,003,Credit,Non-Letter Grade,Pass,Superv Indep Study
5,00731,,00731,,00731,Leigh Raiford,4,African American Studies,201A,001,A,Letter Grade,A,Inter Res Meth
1,00734,,00734,,00734,Darieck Scott,4,African American Studies,240,001,A,Letter Grade,A+,Spec Topics
4,00734,,00734,,00734,Darieck Scott,4,African American Studies,240,001,A,Letter Grade,A,Spec Topics
2,00734,,00734,,00734,Darieck Scott,3.7,African American Studies,240,001,A,Letter Grade,A-,Spec Topics
2,00734,,00734,,00734,Darieck Scott,3.3,African American Studies,240,001,B,Letter Grade,B+,Spec Topics
1,00737,,00737,,00737,Hardy Frye,4,African American Studies,241,002,A,Letter Grade,A+,Spec Topics
2,00740,,00740,,00740,Sam Mchombo,4,African American Studies,242,001,A,Letter Grade,A,Spec Top Afrcn Ling
15,00743,,00743,,00743,Leigh Raiford,,African American Studies,296,001,Credit,Non-Letter Grade,Satisfactory,Dir Diss Research
1,00749,,00749,,00749,Ula Taylor,4,African American Studies,299,002,A,Letter Grade,A,Ind Stdy/Res
1,00752,,00752,,00752,Nikki Jones,,African American Studies,299,003,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00755,,00755,,00755,Nikki Jones,,African American Studies,299,004,Credit,Non-Letter Grade,Satisfactory,Ind Stdy/Res
1,00758,,00758,,00758,Darieck Scott,4,African American Studies,299,005,A,Letter Grade,A,Ind Stdy/Res
1,00761,,00761,,00761,Ula Taylor,4,African American Studies,299,006,A,Letter Grade,A,Ind Stdy/Res
3,00764,,00764,,00764,Khatharya Um,4,African American Studies,C375,001,A,Letter Grade,A,Critical Pedagogy
2,00764,,00764,,00764,Khatharya Um,3.7,African American Studies,C375,001,A,Letter Grade,A-,Critical Pedagogy
6,00767,,00767,,00767,Leigh Raiford,,African American Studies,602,001,Credit,Non-Letter Grade,Satisfactory,Ind Stdy For Doc St
1,00767,,00767,,00767,Leigh Raiford,,African American Studies,602,001,No Credit,Non-Letter Grade,Unsatisfactory,Ind Stdy For Doc St
1,01653,,01653,,01653,David Sunding; Larry Karp,4,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A+,Industrial Organz'N
6,01653,,01653,,01653,David Sunding; Larry Karp,4,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A,Industrial Organz'N
4,01653,,01653,,01653,David Sunding; Larry Karp,3.7,Ag & Resource Econ & Pol,201,001,A,Letter Grade,A-,Industrial Organz'N
4,01653,,01653,,01653,David Sunding; Larry Karp,3.3,Ag & Resource Econ & Pol,201,001,B,Letter Grade,B+,Industrial Organz'N
1,01653,,01653,,01653,David Sunding; Larry Karp,3,Ag & Resource Econ & Pol,201,001,B,Letter Grade,B,Industrial Organz'N
6,01659,,01659,,01659,Charles Gibbons,4,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A,Prob And Stat
5,01659,,01659,,01659,Charles Gibbons,3.7,Ag & Resource Econ & Pol,210,001,A,Letter Grade,A-,Prob And Stat
7,01659,,01659,,01659,Charles Gibbons,3.3,Ag & Resource Econ & Pol,210,001,B,Letter Grade,B+,Prob And Stat
3,01659,,01659,,01659,Charles Gibbons,3,Ag & Resource Econ & Pol,210,001,B,Letter Grade,B,Prob And Stat
1,01659,,01659,,01659,Charles Gibbons,2,Ag & Resource Econ & Pol,210,001,C,Letter Grade,C,Prob And Stat
